id,the_geom,city,latitude,longitude,invalid_the_geom,storenumber,storetype,cartodb_id,state,zip,playplace,drivethru,archcard,freewifi,storeurl,cartodb_georef_status,COUNTY,Grocery_2009,Convenience_2009,Fast_Food_Restaurants_2009,Adult_Diabetes_p_2009,Adult_Obsesity_p_2009,Median_Household_Income_2009,Limited_Access_Populationp_2009,Limited_Access_Population_2009,Population_2009,Grocery_2014,Convenience_2014,Fast_Food_Restaurants_2014,Adult_Diabetes_2014,Adult_Obesity_2014,Median_Household_Income_2014,Limited_Access_p_2014,Limited_Access_2014,Population_2014,FF_per_capita_2009,FF_per_capita_2014,p_change_FF_Per_Capita,Grocery_per_capita_2009,Grocery_per_capita_2014,p_change_in_grocery_per_capita,p_change_in_Access,p_Change_in_Obesity,p_change_in_income
1,0101000020E6100000541C075E2DEB60C09F909DB7B1874C40,SITKA,57.060111,-135.349288,Point,7972,FREESTANDING,14168,AK,99835,FALSE,TRUE,TRUE,TRUE,http://www.mcalaska.com/7972,TRUE,Sitka,4,2,4,7,29.7,58000,18,1617,8881,4,2,4,6.7,28.7,68472,18,1632,8883,0.0004504,0.00045,-0.02,0.0004504,0.0004503,-0.02,0,-3.37,18.06
2,0101000020E610000056F31C916FD260C0C8EC2C7AA72E4D40,JUNEAU,58.364486,-134.576119,Point,6123,FREESTANDING,14169,AK,99801,TRUE,TRUE,TRUE,TRUE,http://www.mcalaska.com/6123,TRUE,Juneau,7,4,22,5.5,26.2,69844,32,10138,31275,6,9,31,5.9,28.6,82892,32,10063,32511,0.000703437,0.00095,35.55,0.000223821,0.00018455,-17.54,0,9.16,18.68
3,0101000020E61000009E42AED4B3425DC0F9156BB8C8354740,CLARKSTON,46.420188,-117.042226,Point,10610,FREESTANDING,8632,WA,99403,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10610,TRUE,Asotin,5,4,9,10.8,29.2,39340,19,4212,21623,5,4,10,12.9,33.4,46573,19,4079,22177,0.000416223,0.00045,8.34,0.000231235,0.00022546,-2.5,0,14.38,18.39
4,0101000020E610000032022A1C41D25DC0B7ED7BD45F214740,RICHLAND,46.260737,-119.285224,Point,6556,FREESTANDING,13945,WA,99352,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/6556,TRUE,Benton,30,79,137,7.3,28,52417,20,43591,221339,30,86,160,9.6,30.1,60294,16,34547,243991,0.00061896,0.00066,5.95,0.000135539,0.00012296,-9.28,-20,7.5,15.03
5,0101000020E6100000624B8FA67AF25DC0A48CB800341C4740,PROSSER,46.220337,-119.788736,Point,11889,FREESTANDING,13886,WA,99350,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11889,TRUE,Benton,30,79,137,7.3,28,52417,20,43591,221339,30,86,160,9.6,30.1,60294,16,34547,243991,0.00061896,0.00066,5.95,0.000135539,0.00012296,-9.28,-20,7.5,15.03
6,0101000020E6100000750305DEC9CA5DC024624A24D1694740,OTHELLO,46.826695,-119.168571,Point,12247,FREESTANDING,13950,WA,99344,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/12247,TRUE,Adams,49,114,270,6.3,24.8,52785,15,65746,441603,66,122,316,7.2,26.3,62991,15,66896,480446,0.000611409,0.00066,7.57,0.000110959,0.00013737,23.8,0,6.05,19.34
7,0101000020E610000024EF1CCA50CD5DC0772D211FF41C4740,KENNEWICK,46.2262,-119.208056,Point,14730,FREESTANDING,13946,WA,99336,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/14730,TRUE,Benton,30,79,137,7.3,28,52417,20,43591,221339,30,86,160,9.6,30.1,60294,16,34547,243991,0.00061896,0.00066,5.95,0.000135539,0.00012296,-9.28,-20,7.5,15.03
8,0101000020E61000009CF9D51C20CA5DC0F2ED5D83BE1A4740,KENNEWICK,46.208939,-119.15821,Point,11485,FREESTANDING,13948,WA,99336,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11485,TRUE,Benton,30,79,137,7.3,28,52417,20,43591,221339,30,86,160,9.6,30.1,60294,16,34547,243991,0.00061896,0.00066,5.95,0.000135539,0.00012296,-9.28,-20,7.5,15.03
9,0101000020E6100000446D1B4641CE5DC0D40E7F4DD61A4740,KENNEWICK,46.209665,-119.222734,Point,5223,FREESTANDING,13949,WA,99336,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/5223,TRUE,Benton,30,79,137,7.3,28,52417,20,43591,221339,30,86,160,9.6,30.1,60294,16,34547,243991,0.00061896,0.00066,5.95,0.000135539,0.00012296,-9.28,-20,7.5,15.03
10,0101000020E610000009DFFB1BB4C75DC0008FA850DD1E4740,PASCO,46.241129,-119.120368,Point,4246,FREESTANDING,13943,WA,99301,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/4246,TRUE,Franklin,6,23,22,14.6,31.2,33649,10,3074,31704,8,16,18,13.9,33.2,38535,12,3663,31540,0.000693919,0.00057,-17.76,0.000189251,0.00025365,34.03,20,6.41,14.52
11,0101000020E61000006494675E0E525DC01D1D5723BBD64740,SPOKANE,47.677586,-117.282127,Point,7201,FREESTANDING,8649,WA,99212,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/7201,TRUE,Spokane,80,145,337,8.3,28,46881,17,80077,471221,78,154,341,9.3,29.2,48676,16,74391,484337,0.000715163,0.0007,-1.55,0.000169772,0.00016105,-5.14,-5.88,4.29,3.83
12,0101000020E610000048A81952455A5DC01747E5266AD94740,SPOKANE,47.698552,-117.410481,Point,2796,FREESTANDING,8655,WA,99207,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/2796,TRUE,Spokane,80,145,337,8.3,28,46881,17,80077,471221,78,154,341,9.3,29.2,48676,16,74391,484337,0.000715163,0.0007,-1.55,0.000169772,0.00016105,-5.14,-5.88,4.29,3.83
13,0101000020E6100000027E8D24415B5DC0ADC1FBAA5CD64740,SPOKANE,47.674703,-117.425851,Point,11295,FREESTANDING,8643,WA,99205,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11295,TRUE,Spokane,80,145,337,8.3,28,46881,17,80077,471221,78,154,341,9.3,29.2,48676,16,74391,484337,0.000715163,0.0007,-1.55,0.000169772,0.00016105,-5.14,-5.88,4.29,3.83
14,0101000020E6100000B4AED172A04B5DC02497FF907E5B4740,PULLMAN,46.7148,-117.181668,Point,7727,FREESTANDING,8635,WA,99163,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/7727,TRUE,Whitman,10,10,30,6.8,27.7,39251,20,9178,44776,8,15,41,6.6,22.9,43817,21,9287,46936,0.000670002,0.00087,30.38,0.000223334,0.00017045,-23.68,5,-17.33,11.63
15,0101000020E6100000BD378600E0795DC0732B84D558444840,COLVILLE,48.533961,-117.904297,Point,4803,FREESTANDING,8656,WA,99114,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/4803,TRUE,Stevens,1,2,4,10.8,30.1,50070,18,1044,5724,2,1,4,10,34.8,59735,17,946,5812,0.000698812,0.00069,-1.51,0.000174703,0.00034412,96.97,-5.56,15.61,19.3
16,0101000020E6100000718E3A3AAE115EC040D9942BBC334740,ZILLAH,46.40418,-120.276259,Point,18417,FREESTANDING,13888,WA,98953,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/18417,TRUE,Yakima,56,95,151,9.4,32.4,40503,12,30242,243231,66,90,137,10.2,29.6,46891,13,32417,247175,0.000620809,0.00055,-10.72,0.000230234,0.00026702,15.98,8.33,-8.64,15.77
17,0101000020E6100000677C5F5CAA145EC0102043C70E304740,TOPPENISH,46.375451,-120.322898,Point,11918,FREESTANDING,13889,WA,98948,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11918,TRUE,Yakima,56,95,151,9.4,32.4,40503,12,30242,243231,66,90,137,10.2,29.6,46891,13,32417,247175,0.000620809,0.00055,-10.72,0.000230234,0.00026702,15.98,8.33,-8.64,15.77
18,0101000020E61000009D12109370FF5DC09F7422C154294740,SUNNYSIDE,46.322899,-119.991246,Point,4947,FREESTANDING,13887,WA,98944,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/4947,TRUE,Yakima,56,95,151,9.4,32.4,40503,12,30242,243231,66,90,137,10.2,29.6,46891,13,32417,247175,0.000620809,0.00055,-10.72,0.000230234,0.00026702,15.98,8.33,-8.64,15.77
19,0101000020E61000000971E5EC9D255EC0D36C1E87C14C4740,YAKIMA,46.599656,-120.587764,Point,7899,FREESTANDING,13893,WA,98908,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/7899,TRUE,Yakima,56,95,151,9.4,32.4,40503,12,30242,243231,66,90,137,10.2,29.6,46891,13,32417,247175,0.000620809,0.00055,-10.72,0.000230234,0.00026702,15.98,8.33,-8.64,15.77
20,0101000020E61000008BA9F413CE1F5EC07FDDE9CE134B4740,YAKIMA,46.586542,-120.496953,Point,1747,FREESTANDING,13896,WA,98901,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/1747,TRUE,Yakima,56,95,151,9.4,32.4,40503,12,30242,243231,66,90,137,10.2,29.6,46891,13,32417,247175,0.000620809,0.00055,-10.72,0.000230234,0.00026702,15.98,8.33,-8.64,15.77
21,0101000020E6100000B3B794F3C51E5EC0A296E656084D4740,YAKIMA,46.601817,-120.480832,Point,15407,WAL*MART,13892,WA,98901,FALSE,FALSE,TRUE,FALSE,http://www.mcwashington.com/15407,TRUE,Yakima,56,95,151,9.4,32.4,40503,12,30242,243231,66,90,137,10.2,29.6,46891,13,32417,247175,0.000620809,0.00055,-10.72,0.000230234,0.00026702,15.98,8.33,-8.64,15.77
22,0101000020E61000007A8D5DA27AE05DC0917BBABA63354840,OMAK,48.417106,-119.507485,Point,12693,FREESTANDING,14133,WA,98841,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/12693,TRUE,Okanogan,13,33,18,9.6,27.4,35682,16,6505,41120,18,25,19,10.5,28,41844,18,7262,41236,0.000437743,0.00046,5.26,0.000316148,0.00043651,38.07,12.5,2.19,17.27
23,0101000020E61000005DC136E2C9D15DC02D7AA702EE914740,MOSES LAKE,47.140076,-119.277947,Point,4100,FREESTANDING,14138,WA,98837,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/4100,TRUE,Grant,3,8,9,10.1,35.8,45347,12,2120,17853,2,11,6,11.1,38.3,47652,12,2119,18059,0.000504117,0.00033,-34.09,0.000168039,0.00011075,-34.09,0,6.98,5.08
24,0101000020E61000000740DCD5ABE35DC02234828DEBA74740,EPHRATA,47.311876,-119.557363,Point,11506,FREESTANDING,14131,WA,98823,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11506,TRUE,Grant,3,8,9,10.1,35.8,45347,12,2120,17853,2,11,6,11.1,38.3,47652,12,2119,18059,0.000504117,0.00033,-34.09,0.000168039,0.00011075,-34.09,0,6.98,5.08
25,0101000020E61000002446CF2D74125EC045D5AF743EB44740,EAST WENATCHEE,47.408156,-120.288341,Point,35617,FREESTANDING,14132,WA,98802,FALSE,TRUE,TRUE,TRUE,,TRUE,Douglas,23,53,178,4.1,16.1,97806,19,52932,285465,26,57,204,5.3,17,109926,19,54681,314981,0.000623544,0.00065,3.87,0.0000806,0.0000825,2.45,0,5.59,12.39
26,0101000020E6100000BDC62E51BD145EC015014EEFE2B74740,WENATCHEE,47.436613,-120.324055,Point,2610,FREESTANDING,14134,WA,98801,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/2610,TRUE,Chelan,20,30,57,8.4,24.2,45561,22,15758,72453,23,29,53,9.4,26.7,53604,21,14894,74418,0.000786717,0.00071,-9.47,0.000276041,0.00030907,11.96,-4.55,10.33,17.65
27,0101000020E610000055151A8865A25EC02D42B11534CF4640,VANCOUVER,45.618777,-122.537447,Point,11099,FREESTANDING,13849,WA,98684,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11099,TRUE,Clark,5,10,20,11.1,33.8,33433,9,2102,22995,2,11,19,11.6,34.3,37856,41,9423,22663,0.000869754,0.00084,-3.61,0.000217439,0.0000882,-59.41,355.56,1.48,13.23
28,0101000020E61000003BE3FBE252B95EC06B64575A46124740,KELSO,46.142772,-122.895684,Point,4859,FREESTANDING,13858,WA,98626,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/4859,TRUE,Cowlitz,13,50,59,9.8,37,43031,27,27626,102410,12,59,61,11.8,32.1,50502,23,23079,102106,0.000576116,0.0006,3.7,0.000126941,0.00011753,-7.42,-14.81,-13.24,17.36
29,0101000020E6100000E34F5436AC975EC0A6F27684D3CA4640,CAMAS,45.58458,-122.369886,Point,11708,FREESTANDING,13778,WA,98607,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11708,TRUE,Clark,5,10,20,11.1,33.8,33433,9,2102,22995,2,11,19,11.6,34.3,37856,41,9423,22663,0.000869754,0.00084,-3.61,0.000217439,0.0000882,-59.41,355.56,1.48,13.23
30,0101000020E610000054573ECBF3C75EC0DB8AFD65F79C4740,SHELTON,47.2263,-123.124255,Point,4794,FREESTANDING,14126,WA,98584,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/4794,TRUE,Mason,5,8,10,9.2,30.8,42529,7,1035,14666,2,8,7,11.1,31.7,43743,31,4563,13920,0.000681849,0.0005,-26.25,0.000340925,0.00014368,-57.86,342.86,2.92,2.85
31,0101000020E6100000EDD5C743DFB95EC0ED7F80B56A4D4740,CHEHALIS,46.604819,-122.904252,Point,11411,FREESTANDING,13853,WA,98532,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11411,TRUE,Lewis,3,2,2,10.9,30.4,37742,48,1853,3821,4,2,4,10.5,29.7,41688,48,1853,3826,0.000523423,0.00105,99.74,0.000785135,0.00104548,33.16,0,-2.3,10.46
32,0101000020E6100000CEA623809BBE5EC08A73D4D1715D4740,CENTRALIA,46.730036,-122.978241,Point,5298,FREESTANDING,13906,WA,98531,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/5298,TRUE,Lewis,3,2,2,10.9,30.4,37742,48,1853,3821,4,2,4,10.5,29.7,41688,48,1853,3826,0.000523423,0.00105,99.74,0.000785135,0.00104548,33.16,0,-2.3,10.46
33,0101000020E6100000313F373465B45EC0DB6FED4449BA4740,BELFAIR,47.455361,-122.818677,Point,13376,FREESTANDING,14125,WA,98528,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/13376,TRUE,Mason,5,8,10,9.2,30.8,42529,7,1035,14666,2,8,7,11.1,31.7,43743,31,4563,13920,0.000681849,0.0005,-26.25,0.000340925,0.00014368,-57.86,342.86,2.92,2.85
34,0101000020E610000052D50451F7B05EC0D446753A90874740,LACEY,47.059089,-122.765095,Point,10782,FREESTANDING,14107,WA,98516,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10782,TRUE,Thurston,1,3,3,13.6,36.9,36343,26,1771,6940,1,5,3,16.8,41.8,42290,25,1752,6962,0.000432277,0.00043,-0.32,0.000144092,0.00014364,-0.32,-3.85,13.28,16.36
35,0101000020E610000038F7578FFBA25EC0272EC72B10974740,LAKEWOOD,47.180181,-122.546604,Point,10678,FREESTANDING,14111,WA,98498,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10678,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
36,0101000020E6100000E4874A2366A25EC098A3C7EF6D9C4740,UNIVERSITY PLACE,47.222105,-122.537484,Point,4160,FREESTANDING,14116,WA,98466,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/4160,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
37,0101000020E61000001D8EAED2DD9B5EC0F25F2008908F4740,TACOMA,47.121583,-122.435414,Point,3067,FREESTANDING,14121,WA,98444,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/3067,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
38,0101000020E6100000DC114E0B5E9E5EC0145D177E709C4740,TACOMA,47.222183,-122.47449,Point,5893,FREESTANDING,13984,WA,98409,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/5893,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
39,0101000020E6100000328FFCC1C09B5EC067F1626188984740,TACOMA,47.191662,-122.43364,Point,618,FREESTANDING,13987,WA,98408,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/618,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
40,0101000020E610000003D0285DFAA05EC072A609DB4FA24740,TACOMA,47.268062,-122.515281,Point,10650,FREESTANDING,13986,WA,98406,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10650,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
41,0101000020E6100000C9586DFE5FA15EC0E63FA4DFBEA04740,TACOMA,47.255825,-122.521484,Point,1010,FREESTANDING,14061,WA,98406,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/1010,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
42,0101000020E61000009488F02F829C5EC0F73C7FDAA8A04740,TACOMA,47.255153,-122.445446,Point,585,FREESTANDING,13961,WA,98402,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/585,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
43,0101000020E610000088B9A46ABB8E5EC07B4B395FEC994740,SUMNER,47.202526,-122.230189,Point,12156,FREESTANDING,13971,WA,98390,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/12156,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
44,0101000020E61000005320B3B3E8AB5EC01D76DF313CD44740,SILVERDALE,47.658087,-122.686078,Point,6963,FREESTANDING,14077,WA,98383,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/6963,TRUE,Kitsap,45,74,157,8.1,29.5,57107,32,79765,251133,50,73,159,8.7,29.6,65814,33,82379,254272,0.000625167,0.00063,0.02,0.000179188,0.00019664,9.74,3.13,0.34,15.25
45,0101000020E61000009126DE019EC75EC0DF6DDE38290A4840,SEQUIM,48.079383,-123.119019,Point,10252,FREESTANDING,14104,WA,98382,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10252,TRUE,Clallam,15,31,45,10.7,28.1,42111,22,15447,71404,16,28,39,11.4,26.3,46708,24,17165,72722,0.000630217,0.00054,-14.9,0.000210072,0.00022002,4.73,9.09,-6.41,10.92
46,0101000020E61000009FC728CFBC925EC018601F9DBA8C4740,PUYALLUP,47.099445,-122.292774,Point,23119,FREESTANDING,14054,WA,98375,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/23119,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
47,0101000020E6100000EFE6A90EB9925EC059FD118601934740,PUYALLUP,47.148484,-122.292545,Point,5405,FREESTANDING,14058,WA,98373,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/5405,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
48,0101000020E6100000C8CEDBD8ECA95EC05184D4EDECDF4740,POULSBO,47.749418,-122.655081,Point,6175,FREESTANDING,14076,WA,98370,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/6175,TRUE,Kitsap,45,74,157,8.1,29.5,57107,32,79765,251133,50,73,159,8.7,29.6,65814,33,82379,254272,0.000625167,0.00063,0.02,0.000179188,0.00019664,9.74,3.13,0.34,15.25
49,0101000020E61000003D49BA66F2B15EC01805C1E3DB0D4840,PORT TOWNSEND,48.108273,-122.78042,Point,10515,FREESTANDING,14099,WA,98368,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10515,TRUE,Jefferson,108,433,578,12.4,32,41740,32,209261,658466,108,459,642,13,33.2,48415,31,205658,659733,0.000877798,0.00097,10.86,0.000164018,0.0001637,-0.19,-3.13,3.75,15.99
50,0101000020E6100000C18BBE8234A95EC07442E8A04BC04740,PORT ORCHARD,47.502308,-122.64383,Point,13318,FREESTANDING,14065,WA,98367,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/13318,TRUE,Kitsap,45,74,157,8.1,29.5,57107,32,79765,251133,50,73,159,8.7,29.6,65814,33,82379,254272,0.000625167,0.00063,0.02,0.000179188,0.00019664,9.74,3.13,0.34,15.25
51,0101000020E6100000BB7D569929A65EC0EA78CC4065C44740,PORT ORCHARD,47.53434,-122.596289,Point,5037,FREESTANDING,14069,WA,98366,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/5037,TRUE,Kitsap,45,74,157,8.1,29.5,57107,32,79765,251133,50,73,159,8.7,29.6,65814,33,82379,254272,0.000625167,0.00063,0.02,0.000179188,0.00019664,9.74,3.13,0.34,15.25
52,0101000020E6100000E3A6069ACFD95EC08A3E1F65C40D4840,PORT ANGELES,48.107556,-123.403296,Point,3928,FREESTANDING,14105,WA,98362,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/3928,TRUE,Clallam,15,31,45,10.7,28.1,42111,22,15447,71404,16,28,39,11.4,26.3,46708,24,17165,72722,0.000630217,0.00054,-14.9,0.000210072,0.00022002,4.73,9.09,-6.41,10.92
53,0101000020E6100000113AE8120EA05EC0E0DA899290E64740,KINGSTON,47.801287,-122.500859,Point,15319,FREESTANDING,14053,WA,98346,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/15319,TRUE,Kitsap,45,74,157,8.1,29.5,57107,32,79765,251133,50,73,159,8.7,29.6,65814,33,82379,254272,0.000625167,0.00063,0.02,0.000179188,0.00019664,9.74,3.13,0.34,15.25
54,0101000020E6100000ECBE6378ECA45EC0E620E86855A74740,GIG HARBOR,47.307294,-122.576933,Point,11439,FREESTANDING,14064,WA,98335,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/11439,TRUE,Pierce,4,16,10,11.7,28.9,37262,12,2277,18758,4,16,13,11.3,28.5,39648,12,2206,19005,0.000533106,0.00068,28.31,0.000213242,0.00021047,-1.3,0,-1.38,6.4
55,0101000020E610000015A8C5E061AA5EC03A58FFE730C94740,BREMERTON,47.571805,-122.662224,Point,5686,FREESTANDING,14073,WA,98312,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/5686,TRUE,Kitsap,45,74,157,8.1,29.5,57107,32,79765,251133,50,73,159,8.7,29.6,65814,33,82379,254272,0.000625167,0.00063,0.02,0.000179188,0.00019664,9.74,3.13,0.34,15.25
56,0101000020E61000000EF8FC3042A85EC07AA702EE79CC4740,BREMERTON,47.597471,-122.62904,Point,1525,FREESTANDING,14075,WA,98310,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/1525,TRUE,Kitsap,45,74,157,8.1,29.5,57107,32,79765,251133,50,73,159,8.7,29.6,65814,33,82379,254272,0.000625167,0.00063,0.02,0.000179188,0.00019664,9.74,3.13,0.34,15.25
57,0101000020E610000071ADF6B017955EC0D8D2A3A99E1E4840,STANWOOD,48.239217,-122.329571,Point,13337,FREESTANDING,14094,WA,98292,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/13337,TRUE,Snohomish,150,224,524,7.8,28.4,63391,24,173059,713335,162,203,533,9.9,29.4,76053,23,164801,757958,0.000734578,0.0007,-4.27,0.00021028,0.00021373,1.64,-4.17,3.52,19.97
58,0101000020E610000000C5C89239865EC053CE177B2FF64740,SNOHOMISH,47.923324,-122.097264,Point,5583,FREESTANDING,14045,WA,98290,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/5583,TRUE,Snohomish,150,224,524,7.8,28.4,63391,24,173059,713335,162,203,533,9.9,29.4,76053,23,164801,757958,0.000734578,0.0007,-4.27,0.00021028,0.00021373,1.64,-4.17,3.52,19.97
59,0101000020E61000009A0645F300945EC059350873BB374840,MOUNT VERNON,48.435408,-122.312558,Point,20084,GAS STATION,14089,WA,98273,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/20084,TRUE,Skagit,28,54,80,7.7,27.3,54600,26,29820,116901,24,51,77,9.1,26.4,56891,26,30163,120303,0.00068434,0.00064,-6.47,0.000239519,0.0001995,-16.71,0,-3.3,4.2
60,0101000020E610000078616BB6F27D5EC0575EF23FF9ED4740,MONROE,47.859169,-121.967939,Point,6512,FREESTANDING,14049,WA,98272,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/6512,TRUE,Snohomish,150,224,524,7.8,28.4,63391,24,173059,713335,162,203,533,9.9,29.4,76053,23,164801,757958,0.000734578,0.0007,-4.27,0.00021028,0.00021373,1.64,-4.17,3.52,19.97
61,0101000020E6100000F33D23111A8B5EC0B39AAE27BA0A4840,MARYSVILLE,48.083806,-122.173466,Point,10556,FREESTANDING,14079,WA,98270,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10556,TRUE,Snohomish,150,224,524,7.8,28.4,63391,24,173059,713335,162,203,533,9.9,29.4,76053,23,164801,757958,0.000734578,0.0007,-4.27,0.00021028,0.00021373,1.64,-4.17,3.52,19.97
62,0101000020E6100000841266DAFE955EC01D9430D3F63B4840,BURLINGTON,48.46847,-122.34368,Point,7998,FREESTANDING,14097,WA,98233,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/7998,TRUE,Skagit,28,54,80,7.7,27.3,54600,26,29820,116901,24,51,77,9.1,26.4,56891,26,30163,120303,0.00068434,0.00064,-6.47,0.000239519,0.0001995,-16.71,0,-3.3,4.2
63,0101000020E6100000A6272CF180955EC0ADF886C267394840,BURLINGTON,48.448479,-122.335995,Point,31864,FREESTANDING,14092,WA,98233,FALSE,TRUE,TRUE,TRUE,http://www.mcwashington.com/31864,TRUE,Skagit,28,54,80,7.7,27.3,54600,26,29820,116901,24,51,77,9.1,26.4,56891,26,30163,120303,0.00068434,0.00064,-6.47,0.000239519,0.0001995,-16.71,0,-3.3,4.2
64,0101000020E6100000B9E177D32D9F5EC05C035B2558644840,BELLINGHAM,48.78394,-122.487172,Point,10956,FREESTANDING,14090,WA,98226,TRUE,TRUE,TRUE,TRUE,http://www.mcwashington.com/10956,TRUE,Whatcom,32,89,121,7,24.3,49999,25,50884,201140,44,95,124,7.9,23.1,55073,28,57080,208325,0.000601571,0.0006,-1.06,0.000159093,0.00021121,32.76,12,-4.94,10.15
